SNName,TNSName,DiscDate,RA,Dec,Redshift,PeakMag,PeakMagV,PeakMagg,Offset,Type,HostName,DiscoveredBy,Recovered
2020actp,2020actp,2020/12/12.545,'13:54:05.330,+33:34:57.51,0.045795,17.4,---,---,12.40954265,Ia,UGC 08825,ZTF,No
2020ad,2020ad,2019/12/22.033,'13:57:56.820,-29:17:07.70,0.0089,16.9,---,---,113.93,II,IC 4351,Koichi Itagaki,No
2020adfj,2020adfj,2020/12/20.364,'10:47:54.487,+76:50:46.15,0.022112,17.1,---,17.202,3.415897787,II,UGC 05877,ZTF,Yes
2020adgc,2020adgc,2020/12/20.317,'02:47:37.003,-28:26:54.42,0.042,17.2,---,16.82,4.2,Ia,WISEA J024736.66-282654.1,ATLAS,Yes
2020adii,2020adii,2020/12/20.406,'10:59:53.473,+59:57:15.52,0.045077,16.8,---,16.14,0.2,Ia,WISEA J105953.46+595715.5,ZTF,Yes
2020adis,2020adis,2020/12/19.505,'15:04:23.483,+35:53:48.15,0.045319,17.5,---,17.3,5.8,Ia-91T,WISEA J150423.48+355353.2,ZTF,Yes
2020adjx,2020adjx,2020/12/21.285,'02:59:42.891,+33:09:34.91,0.041065,18,---,17.53,1.5,Ia,WISEA J025942.97+330936.0,ZTF,No
2020adld,2020adld,2020/12/20.388,'11:02:26.111,+45:36:18.15,0.05456,17.9,---,17.38,2.5,Ia,WISEA J110226.12+453620.4,ZTF,Yes
2020admc,2020admc,2020/12/22.627,'11:54:06.074,-39:51:52.69,0.01,17.3,---,---,3.669499616,Ib,ESO 320- G 031,ATLAS,No
2020adnb,2020adnb,2020/12/22.612,'11:08:56.473,-26:41:17.92,0.03394,17.3,---,16.97,13.4,Ia,WISEA J110857.34-264124.3,ATLAS,Yes
2020adnq,2020adnq,2020/12/23.640,'14:13:24.188,+06:23:05.87,0.035913,17.4,---,17.28,3.4,Ia,WISEA J141324.40+062304.8,ATLAS,Yes
2020adnx,2020adnx,2020/12/24.859,'03:05:55.530,+41:36:31.36,0.021001,17.2,---,---,60.24980199,II,UGC 02528,MASTER,No
2020adpg,2020adpg,2020/12/26.198,'22:31:12.088,-15:01:32.08,0.03,17.9,---,---,9.3,Ia,WISEA J223111.61-150138.3,ATLAS,Yes
2020adqy,2020adqy,2020/12/27.259,'11:01:51.645,+75:12:01.88,0.0246,16.7,---,16.92,3.097604574,Ia,NGC 3500,ZTF,Yes
2020aem,2020aem,2020/01/18.535,'17:48:22.780,+54:09:05.36,0.022182,17.8,---,---,13.8,II,NGC 6479,ZTF,No
2020aepp,2020aepp,2020/12/28.397,'15:52:16.683,+33:56:27.79,0.049024,17.6,---,---,2.2,Ia,WISEA J155216.58+335629.4,Gaia,No
2020aeps,2020aeps,2020/12/29.904,'12:08:47.430,+32:32:07.58,0.0244,16.1,---,16.15,7.483322821,Ia,KUG 1206+328,XOSS,Yes
2020aeqo,2020aeqo,2020/12/29.316,'03:09:51.386,-11:58:43.17,0.031,18,---,17.322,18.4,II,MCG -02-09-007,ATLAS,No
2020aeqp,2020aeqp,2020/12/26.610,'12:29:21.747,+31:15:16.20,0.061,17.9,---,17.651,3.7,Ia,WISEA J122921.50+311518.3,ATLAS,No
2020aer,2020aer,2020/01/18.235,'04:48:35.435,-04:49:19.88,0.015,17.9,---,17.77,9.7,II,WISEA J044835.25-044910.4,ZTF,Yes
2020aerb,2020aerb,2020/12/31.420,'07:46:54.771,+81:11:35.30,0.05,17.8,---,17.82,3.4,Ia,WISEA J074655.86+811137.1,ATLAS,No
2020ags,2020ags,2020/01/19.426,'12:57:04.955,+29:05:19.41,0.02,16.2,---,15.86,18.42,Ia,WISEA J125706.17+290527.8,ZTF,Yes
2020aiv,2020aiv,2020/01/19.605,'13:30:47.275,-26:04:31.43,0.026442,16.5,---,16.34,0.5,Ia,WISEA J133047.28-260432.0,ATLAS,Yes
2020akf,2020akf,2020/01/20.503,'09:28:39.617,+38:33:47.07,0.012454,18,---,---,3.4,Ia-91T,KUG 0925+387B,ATLAS,Yes
2020akj,2020akj,2020/01/20.523,'14:09:20.171,-12:28:06.90,0.07,17.7,---,---,5.76,Ia,GALEXASC J140920.01-122801.6,ATLAS,No
2020alh,2020alh,2020/01/19.591,'14:03:38.763,-33:58:37.39,0.016,15.3,---,15.53,4.340169977,Ia,NGC 5419,ATLAS,Yes
2020alm,2020alm,2020/01/19.448,'16:52:01.477,+23:32:22.85,0.05997,17.6,---,---,0.5,Ia,WISEA J165201.46+233223.3,Gaia,No
2020aoi,2020aoi,2020/01/23.412,'12:05:34.885,+61:55:24.40,0.033,16.8,---,16.932,5.434596276,Ia,CGCG 292-067,ZTF,Yes
2020aqb,2020aqb,2020/01/20.442,'00:41:37.645,-03:15:12.38,0.01794,17.2,---,---,28.69405728,IIP,WISEA J004139.00-031452.7,ATLAS,No
2020aqe,2020aqe,2020/01/23.574,'11:43:29.781,-16:47:52.94,0.012208,17,---,---,8.932256292,II,NGC 3836,ATLAS,Yes
2020arm,2020arm,2020/01/24.153,'00:06:33.126,+03:16:07.33,0.044,17.2,---,---,0.9,Ia-91T,WISEA J000633.23+031607.1,ZTF,No
2020asq,2020asq,2020/01/16.516,'16:21:46.296,+50:43:40.17,0.055,18,---,---,19,Ia,WISEA J162144.50+504331.7,ZTF,No
2020av,2020av,2020/01/02.485,'12:41:22.928,-11:09:20.91,0.047977,18,---,18.003,3.6,Ia,WISEA J124123.16-110919.6,ZTF,No
2020avg,2020avg,2020/01/19.335,'11:34:06.139,-09:01:18.38,0.0367,17.5,---,17.47,2,Ia,WISEA J113406.16-090116.2,ZTF,Yes
2020avu,2020avu,2020/01/24.447,'17:13:21.725,+43:54:06.40,0.055,17.9,---,17.71,4.8,Ia,WISEA J171322.19+435408.9,ZTF,Yes
2020awa,2020awa,2020/01/25.535,'17:01:32.672,+27:56:33.89,0.03386,16,---,---,5.358541224,Ia,UGC 10661,ZTF,No
2020ayh,2020ayh,2020/01/25.180,'19:21:08.160,+43:19:43.21,0.017,15.6,---,---,12.02581046,Ia,UGC 11430,Gaia,No
2020aze,2020aze,2020/01/26.744,'10:37:15.343,-41:37:29.59,0.009,16.4,---,16.88,9.794828583,II,NGC 3318,DLT40,Yes
2020bcq,2020bcq,2020/01/27.474,'13:26:29.652,+36:00:31.16,0.018,16.8,---,17.23,14.6901947,Ib,NGC 5154,ZTF,Yes
2020bfb,2020bfb,2020/01/27.523,'12:54:44.230,-39:51:09.50,0.011718,17.9,---,---,9.3,Ic,NGC 4767B,ATLAS,No
2020bid,2020bid,2020/01/27.931,'20:07:28.888,+51:52:14.88,0.02723,16.8,---,---,0.1,Ia,WISEA J200728.88+515215.3,Gaia,No
2020bij,2020bij,2020/01/29.682,'10:55:11.681,-26:08:24.46,0.013,17.5,---,---,22.73224578,II,NGC 3463,Koichi Itagaki,No
2020bio,2020bio,2020/01/29.769,'13:55:37.685,+40:28:39.02,0.008533,15.9,---,---,62.3,II,NGC 5371,Koichi Itagaki,No
2020bj,2020bj,2020/01/01.152,'16:58:25.362,+68:13:56.61,0.05,17.8,---,---,0.72,Ia,WISEA J165825.34+681357.4,ZTF,No
2020bjh,2020bjh,2020/01/30.357,'10:16:57.664,-25:10:52.25,0.04212,17.3,---,---,0.8,Ia,WISEA J101657.44-251055.0,ZTF,No
2020bln,2020bln,2020/01/30.540,'15:04:40.092,+35:56:59.79,0.04594,17.6,---,17.81,6.5,Ia-91T,WISEA J150439.71+355654.5,ZTF,No
2020bqj,2020bqj,2020/02/02.520,'15:33:40.482,+34:28:44.25,0.093,18,---,---,13.2,Ia,WISEA J153339.46+342840.3,ZTF,No
2020bqm,2020bqm,2020/02/02.241,'00:41:09.550,+16:27:41.91,0.018173,16.5,---,---,28.64496862,Ia,NGC 0213,ATLAS,No
2020btv,2020btv,2020/02/03.174,'08:41:12.767,+68:42:25.25,0.04,17.9,---,---,5.4,Ia,WISEA J084113.49+684227.3,ZTF,No
2020bzg,2020bzg,2020/02/07.485,'18:07:59.995,+32:52:40.99,0.07,17.9,---,---,0.96,Ia,WISEA J180800.10+325238.8,ZTF,No
2020cdj,2020cdj,2020/02/08.548,'17:56:11.748,+62:45:25.03,0.015,17.9,---,17.67,8.1,Ia,WISEA J175612.01+624531.1,ZTF,Yes
2020cdk,2020cdk,2020/02/09.483,'13:48:06.130,-13:49:17.27,0.03823,17.7,---,16.915,1.1,Ia,WISEA J134806.06-134917.5,ZTF,Yes
2020cdm,2020cdm,2020/02/09.512,'12:35:01.309,-05:29:18.82,0.023,15.7,---,16.22,15.72750112,Ia,MCG -01-32-025,ATLAS,Yes
2020cdr,2020cdr,2020/02/09.488,'04:50:24.230,-61:20:49.30,0.019,16,---,15.59,18.97619655,Ia,ESO 119- G 013,Stu Parker,Yes
2020cho,2020cho,2020/02/12.294,'10:43:50.748,+18:39:30.20,0.03023,17,---,---,7.531667981,Ia,CGCG 094-118,ZTF,No
2020ckb,2020ckb,2020/02/13.527,'18:55:05.958,+39:31:33.45,0.02503,17.8,---,---,10.2,IIP,CGCG 229-005,ZTF,No
2020ckp,2020ckp,2020/02/13.251,'08:36:21.245,-25:31:58.57,0.03,17,---,16.425,3.6,Ia,WISEA J083621.44-253200.8,ZTF,Yes
2020clq,2020clq,2020/02/14.137,'04:33:25.570,-04:15:56.99,0.015007,15.3,---,14.9,3.881608213,Ia,NGC 1613,ZTF,Yes
2020cpa,2020cpa,2020/02/12.472,'17:26:37.722,+38:12:29.52,0.0449,17.8,---,---,3.2,II,WISEA J172637.62+381231.2,ZTF,No
2020cpb,2020cpb,2020/02/12.475,'17:08:19.102,+18:17:58.52,0.05,18,---,---,9.5,Ia,SDSS J170819.33+181749.5,ZTF,No
2020cpt,2020cpt,2020/02/15.524,'14:57:30.248,+08:23:24.02,0.03705,17.6,---,17.55,10.4,Ia,CGCG 076-111,ZTF,Yes
2020csx,2020csx,2020/02/13.516,'16:41:41.068,+68:30:55.86,0.029,16.7,---,16.37,9,Ia,WISEA J164142.05+683048.3,ZTF,Yes
2020cud,2020cud,2020/02/17.202,'13:27:47.660,-27:16:22.14,0.045305,17.1,---,17.06,5.7,Ia-91T,2MASX J13274799-2716258,GOTO,Yes
2020cue,2020cue,2020/02/07.557,'18:22:49.607,+47:49:55.16,0.06,17.7,---,---,2.6,Ia,WISEA J182249.47+474952.5,ZTF,No
2020cui,2020cui,2020/02/09.419,'11:22:19.650,-07:34:47.14,0.0238,16,---,---,101.7,IIn,WISEA J112212.83-073443.7,ZTF,No
2020cvo,2020cvo,2020/02/19.138,'07:15:40.714,+30:46:09.91,0.02,15.9,---,15.95,2.7,Ia,UNCATALOGUED,ZTF,Yes
2020cvw,2020cvw,2020/02/19.163,'07:57:55.904,+30:01:37.00,0.051066,17.9,---,17.568,2.3,Ia,WISEA J075755.92+300139.3,ZTF,Yes
2020cxx,2020cxx,2020/02/20.119,'03:12:19.621,+41:16:56.06,0.02,17,---,---,3.8,Ia,WISEA J031219.96+411655.6,ZTF,No
2020dcs,2020dcs,2020/02/21.410,'12:13:25.476,+37:41:57.79,0.02402,17.4,---,17.104,3,IIn,KUG 1210+379,ZTF,Yes
2020ddw,2020ddw,2020/02/23.237,'04:50:02.886,+82:38:54.76,0.018129,17.8,---,---,12,Ia,UGC 03132,ATLAS,Yes
2020dgy,2020dgy,2020/02/24.518,'10:18:27.622,+34:37:33.73,0.027,16.6,---,17.03,4.5,II,UGC 05560,ATLAS,Yes
2020dic,2020dic,2020/02/25.205,'11:55:54.336,+80:12:33.61,0.04,17.4,---,---,44.28,Ia,UGC 06896,ZTF,No
2020djn,2020djn,2020/02/25.524,'17:04:23.302,+28:27:46.48,0.03129,18,---,---,4.3,II,CGCG 169-039,ZTF,No
2020dko,2020dko,2020/02/25.499,'13:39:57.069,+00:49:41.38,0.0225,15.8,---,16.45,13.67767364,Ia,NGC 5258,ZTF,Yes
2020doi,2020doi,2020/02/26.112,'01:59:24.047,+21:34:57.65,0.042493,17.1,---,---,7.068184766,Ia,CGCG 461-019,ZTF,No
2020dp,2020dp,2020/01/03.637,'12:39:54.210,-23:52:58.52,0.052,17.5,---,---,3.1,Ia,WISEA J123954.20-235301.3,ATLAS,No
2020dpw,2020dpw,2020/02/26.418,'20:37:10.720,+66:06:12.80,0.0048,16.1,---,---,21.79933266,II,NGC 6951,Patrick Wiggins,Yes
2020dqw,2020dqw,2020/02/28.118,'13:23:39.667,-16:38:44.55,0.023476,17.4,---,16.22,6.1,Ia,WISEA J132339.47-163839.3,GOTO,Yes
2020dsf,2020dsf,2020/02/28.078,'19:44:44.447,-28:23:13.27,0.017,17.7,---,15.65,6.7,Ia,ESO 460- G 033,Gaia,Yes
2020duu,2020duu,2020/03/02.547,'18:37:51.137,+37:28:15.36,0.021635,16,---,15.82,10.66490493,Ia,CGCG 201-019,ATLAS,Yes
2020duv,2020duv,2020/03/03.256,'16:05:01.393,+27:15:36.84,0.04567,17.9,---,17.28,12.1,Ia-91T,WISEA J160500.65+271529.8,GOTO,Yes
2020dve,2020dve,2020/03/03.496,'15:56:41.391,+23:15:50.44,0.071,17.6,---,---,8,Ia,WISEA J155641.69+231557.2,ZTF,No
2020dvr,2020dvr,2020/03/03.430,'09:54:35.137,-19:53:14.27,0.013,17,---,14.8,18.75434066,Ia,ESO 566- G 027,ATLAS,Yes
2020dvs,2020dvs,2020/03/02.607,'19:09:20.470,+50:16:12.72,0.055,17.9,---,---,21.2,Ia,WISEA J190918.59+501623.6,ATLAS,No
2020dvt,2020dvt,2020/03/02.516,'15:37:48.520,+38:08:47.24,0.014,16.1,---,---,4.2,II,WISEA J153748.79+380848.7,ATLAS,No
2020dxa,2020dxa,2020/03/03.610,'15:58:43.092,+26:49:09.66,0.014233,14.7,---,15.2,9.221992856,Ia,MRK 0492,ATLAS,Yes
2020dyf,2020dyf,2020/03/04.480,'15:30:29.703,-12:36:06.51,0.021158,17.9,---,16.26,15.7,Ia,WISEA J153030.68-123612.4,ZTF,Yes
2020eaf,2020eaf,2020/03/05.120,'02:58:19.979,+40:55:23.39,0.0206,16.7,---,---,2.6,II,WISEA J025820.10+405525.8,ZTF,No
2020eai,2020eai,2020/03/05.141,'04:59:08.054,+04:58:21.78,0.015621,16.3,---,---,21.56382359,Ib,UGC 03223,ZTF,No
2020eci,2020eci,2020/03/04.627,'15:23:14.916,+00:03:53.92,0.069,17.7,---,---,8.3,Ia,WISEA J152314.45+000357.8,ATLAS,No
2020ecn,2020ecn,2020/03/05.425,'11:59:27.331,-20:26:41.25,0.021,17.9,---,---,6.6,Ia-91bg,ESO 572- G 035,ZTF,No
2020edi,2020edi,2020/03/06.419,'13:16:13.682,-22:33:30.09,0.16,17.1,---,16.71,1.4,SLSN-II,WISEA J131613.68-223330.0,ZTF,Yes
2020ees,2020ees,2020/03/05.472,'13:27:15.192,+32:02:01.09,0.024424,15.7,---,16.33,23.56367859,Ia,NGC 5157,ATLAS,Yes
2020efe,2020efe,2020/03/07.377,'11:52:48.430,+07:40:47.42,0.054,16.9,---,16.62,6.8,Ia,WISEA J115248.81+074049.4,ZTF,Yes
2020ejm,2020ejm,2020/03/11.238,'10:16:18.850,-33:33:49.17,0.009757,16,---,14.3,1.707514271,Ia,IC 2560,DLT40,Yes
2020ekk,2020ekk,2020/03/11.779,'16:44:45.160,+22:30:48.00,0.011,15.8,---,16.53,66.70861003,II,UGC 10528,Koichi Itagaki,Yes
2020enm,2020enm,2020/03/16.913,'16:35:06.760,+46:12:53.80,0.030768,16.7,---,16.83,25.57440199,Ia-99aa,IC 1222,XOSS,Yes
2020eoe,2020eoe,2020/03/17.551,'16:18:02.671,+18:02:31.92,0.04543,17.5,---,---,7.154703436,II,WISEA J161802.44+180238.2,ATLAS,No
2020epi,2020epi,2020/03/19.120,'12:22:08.760,+06:06:01.30,0.024,18,---,---,17.2,Ic,VCC 0528,Emmanuel Conseil,No
2020erg,2020erg,2020/03/21.424,'09:14:27.214,-10:15:46.55,0.051,18,---,17.928,5.3,Ia,WISEA J091427.17-101552.0,ATLAS,No
2020ery,2020ery,2020/03/21.563,'14:20:58.149,-22:45:26.86,0.027,17.6,---,17.43,4.7,Ia,WISEA J142058.41-224523.7,ATLAS,Yes
2020esx,2020esx,2020/03/22.539,'08:18:45.020,+52:49:45.90,0.0338,17.7,---,17.896,1.8,II,WISEA J081844.81+524947.0,TMTS,Yes
2020eth,2020eth,2020/03/22.627,'17:01:17.368,+02:54:41.77,0.048,17.6,---,17.289,8.6,Ia,WISEA J170117.96+025440.7,ATLAS,No
2020exr,2020exr,2020/03/24.487,'13:18:45.028,+50:37:26.82,0.09,17.9,---,17.85,14.3,Ia,WISEA J131843.89+503717.2,ATLAS,No
2020eyj,2020eyj,2020/03/23.452,'11:11:47.180,+29:23:06.57,0.03,17.2,---,---,0.7,Ia,SDSS J111147.15+292305.9,ATLAS,No
2020fca,2020fca,2020/03/25.628,'15:32:15.904,-20:05:09.13,0.026,17.8,---,---,1.14,II,WISEA J153215.95-200509.9,Gaia,No
2020fcw,2020fcw,2020/03/28.437,'14:28:32.005,+27:24:29.90,0.014397,16.1,---,16.74,3.971156433,Ia,NGC 5635,ZTF,No
2020fhs,2020fhs,2020/03/29.529,'16:01:06.280,+19:27:00.61,0.0145,16.1,---,16.552,12.27851461,Ia-91bg,CGCG 108-053,ATLAS,Yes
2020fkb,2020fkb,2020/03/28.264,'11:28:30.436,+58:33:46.78,0.01,17.8,---,---,23.2,Ib/c,ARP 299,ZTF,No
2020fob,2020fob,2020/03/30.174,'07:43:08.810,+45:21:49.52,0.03151,16.8,---,---,14.33177312,Ia,CGCG 235-032,ZTF,No
2020fqv,2020fqv,2020/03/31.338,'12:36:33.261,+11:13:53.96,0.007,15.2,---,16.51,29.88674997,IIb,NGC 4568,ZTF,Yes
2020fsb,2020fsb,2020/04/01.961,'15:39:03.812,-25:58:28.36,0.007515,16.6,---,---,5.310219179,II,ESO 515- G 004,ZTF,Yes
2020fsl,2020fsl,2020/04/02.358,'12:31:57.801,-20:33:01.40,0.044671,17.9,---,---,2.8,Ia,WISEA J123157.79-203303.8,ZTF,No
2020ftd,2020ftd,2020/04/02.358,'12:53:04.558,-15:27:05.52,0.042993,17.8,---,---,11.7,Ia,WISEA J125303.79-152701.4,ZTF,No
2020ftl,2020ftl,2020/04/02.267,'12:20:03.772,+05:20:35.95,0.0073,13.8,---,14.44,7.099927068,Ia,NGC 4277,CRTS,Yes
2020fvo,2020fvo,2020/04/01.336,'11:24:24.397,-08:16:09.86,0.024,16.5,---,---,0.1,Ia,2MASS J11242441-0816093,ZTF,No
2020fzj,2020fzj,2020/04/03.579,'20:15:42.946,-06:18:59.83,0.01893,17.7,---,---,1.9,II,WISEA J201542.92-061859.6,ATLAS,No
2020fzx,2020fzx,2020/04/05.186,'07:51:08.994,+22:44:27.34,0.02883,17.3,---,---,0.7,Ia,WISEA J075108.93+224426.9,ZTF,No
2020gac,2020gac,2020/04/05.450,'12:29:46.232,+42:43:57.72,0.038671,18,---,17.915,2.2,II,WISEA J122946.18+424356.1,ZTF,Yes
2020gad,2020gad,2020/04/05.484,'19:53:56.474,+02:04:05.58,0.02523,17.2,---,---,2.3,Ia,WISEA J195356.53+020405.3,ZTF,Yes
2020gc,2020gc,2020/01/03.548,'16:28:46.960,+03:51:09.36,0.0422,17.8,---,---,25.3,II,CGCG 052-024,ZTF,No
2020gdw,2020gdw,2020/04/10.583,'13:22:46.330,-12:59:25.50,0.018,15.8,---,15.79,175.18,Ia,NGC 5110,Koichi Itagaki,Yes
2020gho,2020gho,2020/04/10.392,'11:07:39.267,-05:32:19.06,0.051,17.8,---,17.35,0.5,Ia,LCRS B110507.0-051604,ATLAS,Yes
2020gpe,2020gpe,2020/04/12.140,'16:39:32.190,+66:02:12.60,0.025414,16.2,---,17.14,9.849763277,II,NGC 6214,Italian Supernovae Search Project,Yes
2020hek,2020hek,2020/04/11.450,'12:28:00.174,+41:07:12.87,0.03789,17.7,---,16.82,4.8,Ia,WISEA J122800.53+410715.4,PS1,Yes
2020hen,2020hen,2020/04/14.456,'17:49:15.403,+17:57:03.62,0.03335,17.7,---,---,18.5,Ia,CGCG 112-050,ZTF,Yes
2020hfk,2020hfk,2020/04/14.466,'13:53:28.160,+07:54:34.69,0.0374,17.8,---,16.89,2.4,Ia,WISEA J135328.00+075434.7,ATLAS,Yes
2020hfx,2020hfx,2020/04/15.233,'11:03:36.999,+21:59:05.66,0.0592,18,---,17.69,3.5,Ia,2MASX J11033713+2159082,ZTF,Yes
2020hgo,2020hgo,2020/04/14.437,'17:01:22.513,+20:18:58.34,0.0352,18,---,17.89,3.9,II,2MASX J17012234+2018549,ZTF,No
2020hgw,2020hgw,2020/04/15.387,'14:18:19.120,+38:55:46.24,0.043,17.9,---,17.76,0.4,II,WISEA J141819.08+385545.6,ZTF,Yes
2020hla,2020hla,2020/04/16.221,'08:35:12.199,+60:50:09.23,0.02744,17.2,---,16.59,6.3,Ia,WISEA J083511.96+605015.1,ZTF,Yes
2020hni,2020hni,2020/04/16.198,'07:26:22.134,+36:14:01.42,0.015,17.2,---,15.51,1.3,Ia,WISEA J072622.16+361400.6,ZTF,Yes
2020hox,2020hox,2020/04/16.605,'19:42:26.162,-15:52:44.16,0.03,18,---,---,62.94,II,MCG -3-50-3,ATLAS,No
2020hvf,2020hvf,2020/04/21.380,'11:21:26.450,+03:00:52.85,0.005838,12.4,---,12.77,22.02829562,Ia,NGC 3643,ATLAS,Yes
2020hvp,2020hvp,2020/04/21.517,'16:21:45.395,-02:17:21.29,0.005247,14.6,---,15.59,52.64311366,Ib,NGC 6118,ATLAS,No
2020hvq,2020hvq,2020/04/21.559,'16:46:34.853,+62:49:36.80,0.019043,15.9,---,16.05,17.04080284,Ia,UGC 10561,ATLAS,Yes
2020hyh,2020hyh,2020/04/22.437,'16:31:54.941,+42:42:37.13,0.032206,17.5,---,---,14.004,Ia,MCG +07-34-111,ZTF,No
2020ibo,2020ibo,2020/04/22.608,'21:41:36.963,-26:35:31.88,0.030835,16.5,---,---,8.628062553,Ia,ESO 531- G 023,ATLAS,Yes
2020ihr,2020ihr,2020/04/26.239,'10:59:18.686,+43:39:25.71,0.03,17.1,---,---,6.06,Ia,MAPS-NGP O_215_0037253,ZTF,No
2020iic,2020iic,2020/04/26.577,'11:44:57.410,-02:30:26.16,0.0471,17.3,---,16.36,3.5,Ibn,CGCG 012-072 NED03,PMO-Tsinghua Supernova Survey (PTSS),Yes
2020ikp,2020ikp,2020/04/27.352,'11:12:14.884,-02:00:07.56,0.0467,17.9,---,17.729,2.3,II,WISEA J111214.74-020006.1,ATLAS,No
2020ilb,2020ilb,2020/04/29.168,'09:41:03.941,+34:44:01.08,0.0499,18,---,---,3.8,Ia,IC 2497,ZTF,No
2020izc,2020izc,2020/05/02.156,'00:05:02.490,-07:06:02.60,0.012699,17,---,---,50.28339484,II,IC 1528,MASTER,No
2020jck,2020jck,2020/05/03.570,'21:31:47.715,-01:02:20.99,0.0515,18,---,17.08,2.3,Ia,2MFGC 16277,ATLAS,No
2020jee,2020jee,2020/05/05.190,'11:42:14.700,+20:05:51.07,0.01993,15.6,---,15.79,1.578021537,Ia,CGCG 097-064,ZTF,Yes
2020jfo,2020jfo,2020/05/06.203,'12:21:50.479,+04:28:54.14,0.005224,14.3,---,14.48,72.21,IIP,MESSIER 061,ZTF,Yes
2020jfv,2020jfv,2020/05/05.599,'23:06:35.745,+00:36:43.58,0.01709,17.8,---,---,2.8,IIb,WISEA J230635.97+003641.9,ATLAS,No
2020jgs,2020jgs,2020/05/04.333,'14:44:07.253,+18:00:46.63,0.0321,17.3,---,16.79,2.188831331,Ia,IC 1050,ZTF,Yes
2020jhf,2020jhf,2020/05/08.426,'13:14:53.433,+27:00:31.11,0.015371,14.9,---,15.52,1.910424724,Ia,UGC 08325,ATLAS,Yes
2020jit,2020jit,2020/04/27.599,'23:35:42.829,+47:15:10.55,0.04,17.9,---,---,4.2,Ia,WISEA J233543.24+471508.9,ATLAS,No
2020jny,2020jny,2020/05/11.191,'12:02:58.503,+20:05:07.59,0.0237,16.2,---,16.51,0.930599078,Ia,WISEA J120258.54+200506.9,ZTF,Yes
2020jol,2020jol,2020/05/11.286,'10:27:21.159,+00:25:19.83,0.022,15.4,---,16.49,1,Ia,WISEA J102721.08+002520.3,ATLAS,Yes
2020jsh,2020jsh,2020/05/12.155,'09:46:21.430,+03:04:23.77,0.01998,16.3,---,16.195,8.650179485,Ia,IC 0564,ZTF,Yes
2020kej,2020kej,2020/05/17.285,'15:01:40.814,+78:18:52.56,0.04,16.8,---,16.75,12.8,Ia,2MASX J15013785+7818432,ZTF,Yes
2020khr,2020khr,2020/05/16.952,'23:21:49.412,+03:49:41.74,0.03092,17.2,---,16.75,2.7,Ia,LSBC F821-01,Gaia,Yes
2020kpx,2020kpx,2020/05/21.395,'15:38:10.144,+04:46:50.60,0.023,17.2,---,16.15,7.94588669,Ia,CGCG 050-050,ATLAS,Yes
2020kyx,2020kyx,2020/05/24.269,'16:13:45.538,+22:55:14.36,0.031985,17.2,---,---,9.150839321,Ia,CGCG 137-064,ZTF,No
2020lao,2020lao,2020/05/25.413,'17:06:54.605,+30:16:17.25,0.031162,17.9,---,17.44,6.3,Ic-BL,CGCG 169-041,ZTF,No
2020lil,2020lil,2020/05/29.275,'14:37:59.670,+09:23:18.78,0.0307,17.8,---,17.026,2.6,Ia,2MASX J14375965+0923153,ZTF,Yes
2020lkb,2020lkb,2020/05/30.738,'01:31:55.090,+33:28:20.40,0.0145,16.9,---,---,40.02070249,II,NGC 0582,Koichi Itagaki,No
2020lkw,2020lkw,2020/05/25.446,'14:31:25.591,+33:13:47.64,0.0226,18,---,17.737,3.7,II,KUG 1429+334,PS1,Yes
2020lsc,2020lsc,2020/06/05.227,'16:14:03.754,+14:16:57.56,0.037,16.4,---,16.62,7.01834364,Ia,UGC 10287,ZTF,Yes
2020lse,2020lse,2020/06/05.264,'10:41:02.204,-27:05:00.38,0.016,15,---,14.67,41.7,Ia,ESO 501- G 075,ATLAS,Yes
2020lwk,2020lwk,2020/06/07.365,'15:19:22.389,+20:32:36.63,0.03918,17.1,---,17.17,10.93168411,Ia,CGCG 135-044,ATLAS,Yes
2020lxu,2020lxu,2020/06/07.587,'00:36:08.666,+25:45:03.52,0.03317,17.1,---,16.88,1,Ia,WISEA J003608.66+254504.3,ATLAS,Yes
2020mbf,2020mbf,2020/06/09.475,'20:23:32.727,+19:42:39.86,0.04735,16.1,---,17.2,7.9,Ia,WISEA J202332.22+194236.1,ATLAS,No
2020mcc,2020mcc,2020/06/09.224,'15:57:59.523,+40:02:02.34,0.0305,17.1,---,16.16,0.720268142,Ia,ARK 491,ZTF,Yes
2020mfx,2020mfx,2020/06/12.194,'14:37:02.524,+23:37:39.29,0.0392,17.8,---,17.69,2.1,Ia,WISEA J143702.38+233738.3,ZTF,Yes
2020mjm,2020mjm,2020/06/12.193,'14:29:29.331,-00:01:17.71,0.005134,15.7,---,16.18,79.9814724,II,UGC 09299,ZTF,Yes
2020mmz,2020mmz,2020/06/13.221,'09:21:11.568,+64:15:14.25,0.00531,14.2,---,---,2.831744779,II,NGC 2814,ZTF,Yes
2020mnv,2020mnv,2020/06/14.402,'16:40:43.830,+40:24:52.13,0.025975,16.1,---,16.21,4,Ia,2MFGC 13351,ATLAS,Yes
2020mo,2020mo,2020/01/06.110,'22:33:24.031,+11:30:43.92,0.02,15.7,---,---,7.1,Ia,WISEA J223323.71+113047.8,ZTF,No
2020mos,2020mos,2020/06/14.391,'00:05:27.457,+32:32:05.88,0.035,16.9,---,---,4.2,Ia,WISEA J000527.62+323201.4,ZTF,No
